Location Type,Incident Zip,City,Borough,Latitude,Longitude,num_calls
Park/Playground,10034,NEW YORK,MANHATTAN,40.8659314,-73.91961044,10
Store/Commercial,10036,NEW YORK,MANHATTAN,40.75820114,-73.98909539,14
Street/Sidewalk,10030,NEW YORK,MANHATTAN,40.81442778,-73.94432902,168
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.72270842,-73.98595891,19
Store/Commercial,10029,NEW YORK,MANHATTAN,40.78959019,-73.94317972,13
Residential Building/House,11238,BROOKLYN,BROOKLYN,40.68033713,-73.96077698,181
House of Worship,10464,BRONX,BRONX,40.85374431,-73.79030955,59
Park/Playground,11249,BROOKLYN,BROOKLYN,40.71205737,-73.96614372,11
Store/Commercial,10465,BRONX,BRONX,40.81904474,-73.81723392,43
Street/Sidewalk,11385,RIDGEWOOD,QUEENS,40.70587836,-73.91287846,11
Club/Bar/Restaurant,11372,JACKSON HEIGHTS,QUEENS,40.75546118,-73.88629853,28
Store/Commercial,10028,NEW YORK,MANHATTAN,40.7765625,-73.95270477,34
Residential Building/House,10034,NEW YORK,MANHATTAN,40.86380538,-73.92535778,25
House of Worship,10009,NEW YORK,MANHATTAN,40.72302927,-73.983787,38
Park/Playground,10034,NEW YORK,MANHATTAN,40.86924949,-73.91542314,18
Store/Commercial,10019,NEW YORK,MANHATTAN,40.76617995,-73.98759592,16
Street/Sidewalk,10014,NEW YORK,MANHATTAN,40.73322706,-74.00529691,21
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.72576132,-73.99477584,14
Store/Commercial,10009,NEW YORK,MANHATTAN,40.72579598,-73.98373582,51
Residential Building/House,10033,NEW YORK,MANHATTAN,40.85050642,-73.93286218,27
House of Worship,11372,JACKSON HEIGHTS,QUEENS,40.74642854,-73.89533998,154
Park/Playground,11214,BROOKLYN,BROOKLYN,40.59955577,-73.98674822,12
Store/Commercial,11102,ASTORIA,QUEENS,40.77228954,-73.91539465,15
Street/Sidewalk,10025,NEW YORK,MANHATTAN,40.79959992,-73.9625957,14
Club/Bar/Restaurant,10463,BRONX,BRONX,40.88722438,-73.90473127,10
Store/Commercial,11206,BROOKLYN,BROOKLYN,40.70224685,-73.94334794,29
Residential Building/House,10002,NEW YORK,MANHATTAN,40.72021137,-73.99366154,19
House of Worship,10016,NEW YORK,MANHATTAN,40.74449832,-73.98110761,12
Park/Playground,11105,ASTORIA,QUEENS,40.7808738,-73.91740581,10
Store/Commercial,11221,BROOKLYN,BROOKLYN,40.69254612,-73.9273922,50
Street/Sidewalk,11223,BROOKLYN,BROOKLYN,40.60320654,-73.97237862,10
Club/Bar/Restaurant,10013,NEW YORK,MANHATTAN,40.72195166,-73.9962697,10
Store/Commercial,11249,BROOKLYN,BROOKLYN,40.71760489,-73.95882508,22
Residential Building/House,11217,BROOKLYN,BROOKLYN,40.68224416,-73.97976598,18
House of Worship,10013,NEW YORK,MANHATTAN,40.71863314,-74.00608218,34
Park/Playground,11105,ASTORIA,QUEENS,40.77472725,-73.90869768,96
Store/Commercial,11231,BROOKLYN,BROOKLYN,40.67900933,-74.01096737,20
Street/Sidewalk,11103,ASTORIA,QUEENS,40.76881394,-73.91075637,14
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.72037837,-73.98821412,14
Store/Commercial,11220,BROOKLYN,BROOKLYN,40.63492412,-74.02039982,22
Residential Building/House,11369,EAST ELMHURST,QUEENS,40.76064275,-73.8726918,11
House of Worship,10453,BRONX,BRONX,40.85809258,-73.90191352,13
Park/Playground,10031,NEW YORK,MANHATTAN,40.82542074,-73.95117416,16
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.67511234,-73.95664499,15
Street/Sidewalk,11249,BROOKLYN,BROOKLYN,40.71625298,-73.96249818,12
Club/Bar/Restaurant,10458,BRONX,BRONX,40.8578263,-73.88687184,16
Store/Commercial,10022,NEW YORK,MANHATTAN,40.75575619,-73.964786,11
Residential Building/House,11103,ASTORIA,QUEENS,40.76464356,-73.91658843,14
House of Worship,11209,BROOKLYN,BROOKLYN,40.62708439,-74.02363248,10
Park/Playground,11211,BROOKLYN,BROOKLYN,40.70724156,-73.95392978,21
Store/Commercial,10011,NEW YORK,MANHATTAN,40.73360593,-73.99774483,51
Street/Sidewalk,10029,NEW YORK,MANHATTAN,40.79770759,-73.94018227,38
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.7329305,-74.0074943,14
Store/Commercial,11203,BROOKLYN,BROOKLYN,40.63709769,-73.93463702,33
Residential Building/House,11103,ASTORIA,QUEENS,40.76568542,-73.91882894,12
House of Worship,10017,NEW YORK,MANHATTAN,40.75237897,-73.97034248,23
Park/Playground,11209,BROOKLYN,BROOKLYN,40.6218893,-74.03171405,13
Store/Commercial,11377,WOODSIDE,QUEENS,40.74677464,-73.89870301,16
Street/Sidewalk,10019,NEW YORK,MANHATTAN,40.76300249,-73.97617129,16
Club/Bar/Restaurant,10024,NEW YORK,MANHATTAN,40.78485902,-73.97709151,12
Store/Commercial,10458,BRONX,BRONX,40.85717239,-73.88619695,14
Residential Building/House,10466,BRONX,BRONX,40.87916462,-73.84317384,20
House of Worship,10001,NEW YORK,MANHATTAN,40.74644833,-73.99146479,43
Park/Playground,11228,BROOKLYN,BROOKLYN,40.61805645,-73.99931562,16
Store/Commercial,11361,BAYSIDE,QUEENS,40.76751296,-73.77991676,11
Street/Sidewalk,10026,NEW YORK,MANHATTAN,40.80384372,-73.95607351,13
Club/Bar/Restaurant,11215,BROOKLYN,BROOKLYN,40.66065514,-73.99054225,41
Store/Commercial,11214,BROOKLYN,BROOKLYN,40.60898748,-73.99371172,13
Residential Building/House,11205,BROOKLYN,BROOKLYN,40.69072751,-73.95706755,37
House of Worship,10009,NEW YORK,MANHATTAN,40.72344702,-73.98828573,31
Park/Playground,11237,BROOKLYN,BROOKLYN,40.69862097,-73.92012955,36
Store/Commercial,11420,SOUTH OZONE PARK,QUEENS,40.68020767,-73.82122342,16
Street/Sidewalk,10003,NEW YORK,MANHATTAN,40.72881842,-73.98749824,22
Club/Bar/Restaurant,11103,ASTORIA,QUEENS,40.76572112,-73.91886139,24
Store/Commercial,11235,BROOKLYN,BROOKLYN,40.57997359,-73.95980632,86
Residential Building/House,10029,NEW YORK,MANHATTAN,40.79416672,-73.93986041,11
House of Worship,11221,BROOKLYN,BROOKLYN,40.69494763,-73.93160881,13
Park/Playground,11415,KEW GARDENS,QUEENS,40.70614247,-73.83176505,11
Store/Commercial,11416,OZONE PARK,QUEENS,40.68674049,-73.84403746,16
Street/Sidewalk,11238,BROOKLYN,BROOKLYN,40.68326742,-73.96586628,24
Club/Bar/Restaurant,11203,BROOKLYN,BROOKLYN,40.65117671,-73.94161823,20
Store/Commercial,11101,LONG ISLAND CITY,QUEENS,40.75590774,-73.92149382,11
Residential Building/House,10016,NEW YORK,MANHATTAN,40.74231114,-73.9835694,75
House of Worship,11211,BROOKLYN,BROOKLYN,40.71316905,-73.95798735,48
Park/Playground,11103,ASTORIA,QUEENS,40.76796379,-73.91168171,15
Store/Commercial,10025,NEW YORK,MANHATTAN,40.80460198,-73.96637117,12
Street/Sidewalk,10075,NEW YORK,MANHATTAN,40.77224628,-73.95586329,11
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.73498104,-73.99732622,23
Store/Commercial,11103,ASTORIA,QUEENS,40.76443729,-73.91232895,10
Residential Building/House,11206,BROOKLYN,BROOKLYN,40.70642699,-73.94306666,17
House of Worship,10040,NEW YORK,MANHATTAN,40.85490701,-73.92964414,52
Park/Playground,11226,BROOKLYN,BROOKLYN,40.6513983,-73.95895964,12
Store/Commercial,11419,SOUTH RICHMOND HILL,QUEENS,40.68815886,-73.81919006,52
Street/Sidewalk,10459,BRONX,BRONX,40.82255829,-73.90043756,23
Club/Bar/Restaurant,10013,NEW YORK,MANHATTAN,40.71742241,-74.01025943,31
Store/Commercial,10007,NEW YORK,MANHATTAN,40.71304464,-74.00877261,17
Residential Building/House,11238,BROOKLYN,BROOKLYN,40.67689062,-73.96360548,52
House of Worship,10016,NEW YORK,MANHATTAN,40.74159164,-73.98114813,19
Park/Playground,10016,NEW YORK,MANHATTAN,40.74821319,-73.97340121,16
Store/Commercial,11106,ASTORIA,QUEENS,40.76330647,-73.92821753,16
Street/Sidewalk,10003,NEW YORK,MANHATTAN,40.72660323,-73.98602303,20
Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75245406,-73.9744029,10
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71085026,-73.95230412,58
Residential Building/House,11237,BROOKLYN,BROOKLYN,40.70781421,-73.92161539,25
House of Worship,11361,BAYSIDE,QUEENS,40.76497734,-73.77172326,10
Park/Playground,11213,BROOKLYN,BROOKLYN,40.6708817,-73.94204798,12
Store/Commercial,11205,BROOKLYN,BROOKLYN,40.69333284,-73.96702951,53
Street/Sidewalk,11216,BROOKLYN,BROOKLYN,40.67852184,-73.95102934,24
Club/Bar/Restaurant,11238,BROOKLYN,BROOKLYN,40.67698943,-73.96360182,51
Store/Commercial,10462,BRONX,BRONX,40.83368587,-73.85661199,23
Residential Building/House,11235,BROOKLYN,BROOKLYN,40.5772491,-73.963073,10
House of Worship,11106,ASTORIA,QUEENS,40.75637977,-73.92551787,10
Park/Playground,11357,WHITESTONE,QUEENS,40.78962999,-73.8141331,28
Store/Commercial,11372,JACKSON HEIGHTS,QUEENS,40.75097045,-73.87286548,55
Street/Sidewalk,10461,BRONX,BRONX,40.84850069,-73.83141585,18
Club/Bar/Restaurant,11104,SUNNYSIDE,QUEENS,40.74346563,-73.92125948,20
Store/Commercial,10014,NEW YORK,MANHATTAN,40.73460504,-74.00059898,39
Residential Building/House,10032,NEW YORK,MANHATTAN,40.84291667,-73.93658886,17
House of Worship,11216,BROOKLYN,BROOKLYN,40.68481525,-73.94421728,23
Park/Playground,10458,BRONX,BRONX,40.85610707,-73.88862439,31
Store/Commercial,11214,BROOKLYN,BROOKLYN,40.60085455,-73.99205958,22
Street/Sidewalk,10019,NEW YORK,MANHATTAN,40.76462701,-73.99554532,10
Club/Bar/Restaurant,10457,BRONX,BRONX,40.85396304,-73.89703239,14
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.67153627,-73.95765669,28
Residential Building/House,11223,BROOKLYN,BROOKLYN,40.59464739,-73.98176934,10
House of Worship,11203,BROOKLYN,BROOKLYN,40.63708146,-73.93504778,54
Park/Playground,11102,ASTORIA,QUEENS,40.7714957,-73.92651185,29
Store/Commercial,10036,NEW YORK,MANHATTAN,40.76242266,-73.99028594,44
Street/Sidewalk,11230,BROOKLYN,BROOKLYN,40.63037828,-73.97710491,122
Club/Bar/Restaurant,11420,SOUTH OZONE PARK,QUEENS,40.67793872,-73.82009024,41
Store/Commercial,11103,ASTORIA,QUEENS,40.75943779,-73.91421978,22
Residential Building/House,10026,NEW YORK,MANHATTAN,40.80592625,-73.95425521,21
House of Worship,10024,NEW YORK,MANHATTAN,40.78345666,-73.97808501,36
Park/Playground,10014,NEW YORK,MANHATTAN,40.74014107,-74.00557893,10
Store/Commercial,10011,NEW YORK,MANHATTAN,40.74425009,-73.99805122,11
Street/Sidewalk,10009,NEW YORK,MANHATTAN,40.72723158,-73.98445345,46
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.72729198,-73.98455085,39
Store/Commercial,10075,NEW YORK,MANHATTAN,40.77220236,-73.95587054,13
Residential Building/House,11215,BROOKLYN,BROOKLYN,40.66025365,-73.98380587,26
House of Worship,11420,SOUTH OZONE PARK,QUEENS,40.67542201,-73.81335543,16
Park/Playground,10019,NEW YORK,MANHATTAN,40.76742353,-73.9897798,13
Store/Commercial,10034,NEW YORK,MANHATTAN,40.86395063,-73.92501778,13
Street/Sidewalk,11103,ASTORIA,QUEENS,40.76755781,-73.91199994,21
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.73296636,-74.00383916,19
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71406587,-73.94937276,19
Residential Building/House,10029,NEW YORK,MANHATTAN,40.79502253,-73.9442369,32
House of Worship,11207,BROOKLYN,BROOKLYN,40.67903383,-73.89557193,34
Park/Playground,10304,STATEN ISLAND,STATEN ISLAND,40.62869214,-74.07998491,10
Store/Commercial,11225,BROOKLYN,BROOKLYN,40.65910619,-73.96052995,18
Street/Sidewalk,10065,NEW YORK,MANHATTAN,40.76264385,-73.95975024,13
Club/Bar/Restaurant,11432,JAMAICA,QUEENS,40.70801049,-73.80172213,14
Store/Commercial,10002,NEW YORK,MANHATTAN,40.71946123,-73.98488816,14
Residential Building/House,11217,BROOKLYN,BROOKLYN,40.67961786,-73.98251405,21
House of Worship,11249,BROOKLYN,BROOKLYN,40.71228453,-73.96400097,14
Park/Playground,10304,STATEN ISLAND,STATEN ISLAND,40.6300146,-74.07674049,15
Store/Commercial,11418,RICHMOND HILL,QUEENS,40.69995743,-73.83103773,28
Street/Sidewalk,11228,BROOKLYN,BROOKLYN,40.61804273,-73.99932282,14
Club/Bar/Restaurant,11216,BROOKLYN,BROOKLYN,40.6842086,-73.9440952,40
Store/Commercial,10002,NEW YORK,MANHATTAN,40.72240156,-73.99164826,28
Residential Building/House,10458,BRONX,BRONX,40.85291783,-73.88873455,26
House of Worship,11372,JACKSON HEIGHTS,QUEENS,40.7555836,-73.88520105,42
Park/Playground,11211,BROOKLYN,BROOKLYN,40.7180295,-73.95657378,18
Store/Commercial,11220,BROOKLYN,BROOKLYN,40.64434329,-74.00036755,11
Street/Sidewalk,10033,NEW YORK,MANHATTAN,40.85169711,-73.93199346,20
Club/Bar/Restaurant,10016,NEW YORK,MANHATTAN,40.7416877,-73.98107593,10
Store/Commercial,10027,NEW YORK,MANHATTAN,40.80853789,-73.94491553,12
Residential Building/House,11201,BROOKLYN,BROOKLYN,40.69044996,-73.99509232,10
House of Worship,10003,NEW YORK,MANHATTAN,40.73299583,-73.98649797,20
Park/Playground,10034,NEW YORK,MANHATTAN,40.86131045,-73.92123202,26
Store/Commercial,11377,WOODSIDE,QUEENS,40.74124965,-73.91984749,121
Street/Sidewalk,10040,NEW YORK,MANHATTAN,40.86538748,-73.9271601,21
Club/Bar/Restaurant,11220,BROOKLYN,BROOKLYN,40.63825404,-74.01743187,16
Store/Commercial,10033,NEW YORK,MANHATTAN,40.85013331,-73.93314811,18
Residential Building/House,11211,BROOKLYN,BROOKLYN,40.71750776,-73.95594283,12
House of Worship,10014,NEW YORK,MANHATTAN,40.73765444,-74.00220118,22
Park/Playground,11373,ELMHURST,QUEENS,40.74854072,-73.86984571,22
Store/Commercial,11237,BROOKLYN,BROOKLYN,40.70062282,-73.92559458,13
Street/Sidewalk,11207,BROOKLYN,BROOKLYN,40.67864208,-73.89640537,34
Club/Bar/Restaurant,11418,RICHMOND HILL,QUEENS,40.69951772,-73.83066377,112
Store/Commercial,11201,BROOKLYN,BROOKLYN,40.68930464,-73.98597315,19
Residential Building/House,11211,BROOKLYN,BROOKLYN,40.71761221,-73.94962619,34
House of Worship,10002,NEW YORK,MANHATTAN,40.72279663,-73.98959904,84
Park/Playground,10034,NEW YORK,MANHATTAN,40.86701363,-73.92078779,129
Store/Commercial,10021,NEW YORK,MANHATTAN,40.76919736,-73.95716859,12
Street/Sidewalk,10016,NEW YORK,MANHATTAN,40.74394427,-73.98362673,16
Club/Bar/Restaurant,11222,BROOKLYN,BROOKLYN,40.73638044,-73.95526279,14
Store/Commercial,10013,NEW YORK,MANHATTAN,40.7148373,-73.99961402,17
Residential Building/House,11375,FOREST HILLS,QUEENS,40.71043941,-73.85067664,16
House of Worship,10036,NEW YORK,MANHATTAN,40.76253541,-73.99336512,60
Park/Playground,11385,RIDGEWOOD,QUEENS,40.70097792,-73.89220875,15
Store/Commercial,11216,BROOKLYN,BROOKLYN,40.6829057,-73.94035736,196
Street/Sidewalk,10002,NEW YORK,MANHATTAN,40.7187346,-73.99221148,129
Club/Bar/Restaurant,11358,FLUSHING,QUEENS,40.7704443,-73.79322539,47
Store/Commercial,11201,BROOKLYN,BROOKLYN,40.68573695,-73.99114805,17
Residential Building/House,11216,BROOKLYN,BROOKLYN,40.67839438,-73.94827139,15
House of Worship,10033,NEW YORK,MANHATTAN,40.85057515,-73.93305369,14
Park/Playground,11235,BROOKLYN,BROOKLYN,40.57586737,-73.96863898,45
Store/Commercial,10019,NEW YORK,MANHATTAN,40.76559217,-73.98425316,19
Street/Sidewalk,10013,NEW YORK,MANHATTAN,40.72238533,-74.0037664,10
Club/Bar/Restaurant,11215,BROOKLYN,BROOKLYN,40.67008191,-73.97890811,15
Store/Commercial,11105,ASTORIA,QUEENS,40.77588489,-73.91504347,18
Residential Building/House,10462,BRONX,BRONX,40.83433133,-73.85048532,15
House of Worship,10009,NEW YORK,MANHATTAN,40.72786479,-73.97918929,23
Park/Playground,10003,NEW YORK,MANHATTAN,40.72662273,-73.98863153,13
Store/Commercial,10017,NEW YORK,MANHATTAN,40.75510246,-73.97320355,38
Street/Sidewalk,10024,NEW YORK,MANHATTAN,40.78587442,-73.97632561,19
Club/Bar/Restaurant,11106,ASTORIA,QUEENS,40.76341639,-73.92842679,11
Store/Commercial,10016,NEW YORK,MANHATTAN,40.74222053,-73.98335289,17
Residential Building/House,11223,BROOKLYN,BROOKLYN,40.5979307,-73.98549182,10
House of Worship,10075,NEW YORK,MANHATTAN,40.77202126,-73.95601508,11
Park/Playground,11385,RIDGEWOOD,QUEENS,40.70440802,-73.91040979,21
Store/Commercial,10016,NEW YORK,MANHATTAN,40.74538989,-73.97836459,13
Street/Sidewalk,11237,BROOKLYN,BROOKLYN,40.70336751,-73.92134651,23
Club/Bar/Restaurant,11101,LONG ISLAND CITY,QUEENS,40.75460334,-73.93356162,17
Store/Commercial,10016,NEW YORK,MANHATTAN,40.74383196,-73.98525434,11
Residential Building/House,10027,NEW YORK,MANHATTAN,40.80796067,-73.94907738,70
House of Worship,11377,WOODSIDE,QUEENS,40.74645261,-73.90082918,47
Park/Playground,10013,NEW YORK,MANHATTAN,40.71903953,-73.99911977,12
Store/Commercial,11385,RIDGEWOOD,QUEENS,40.70818077,-73.91981511,18
Street/Sidewalk,10012,NEW YORK,MANHATTAN,40.72531399,-74.00348516,44
Club/Bar/Restaurant,11105,ASTORIA,QUEENS,40.77329562,-73.9066742,31
Store/Commercial,11208,BROOKLYN,BROOKLYN,40.68188521,-73.87836214,46
Residential Building/House,11238,BROOKLYN,BROOKLYN,40.68283372,-73.96577637,13
House of Worship,11377,WOODSIDE,QUEENS,40.74447137,-73.91150714,13
Park/Playground,11106,ASTORIA,QUEENS,40.75613757,-73.92881721,33
Store/Commercial,11235,BROOKLYN,BROOKLYN,40.58866714,-73.94802765,16
Street/Sidewalk,10032,NEW YORK,MANHATTAN,40.83842627,-73.94168882,11
Club/Bar/Restaurant,10465,BRONX,BRONX,40.82679836,-73.82236162,10
Store/Commercial,10027,NEW YORK,MANHATTAN,40.80938711,-73.95365679,81
Residential Building/House,11368,CORONA,QUEENS,40.7513208,-73.86245939,17
House of Worship,11417,OZONE PARK,QUEENS,40.67989801,-73.85042415,26
Park/Playground,11104,SUNNYSIDE,QUEENS,40.74492306,-73.92120362,37
Store/Commercial,11249,BROOKLYN,BROOKLYN,40.7184312,-73.95921418,63
Street/Sidewalk,10019,NEW YORK,MANHATTAN,40.76437033,-73.98136189,40
Club/Bar/Restaurant,11236,BROOKLYN,BROOKLYN,40.64633409,-73.90366625,135
Store/Commercial,10458,BRONX,BRONX,40.85797436,-73.88672337,12
Residential Building/House,10029,NEW YORK,MANHATTAN,40.78744229,-73.95189174,11
House of Worship,10003,NEW YORK,MANHATTAN,40.73764014,-73.98823272,10
Park/Playground,11368,CORONA,QUEENS,40.74816627,-73.86882507,15
Store/Commercial,11103,ASTORIA,QUEENS,40.76114388,-73.90914948,12
Street/Sidewalk,10014,NEW YORK,MANHATTAN,40.73430309,-74.00268458,17
Club/Bar/Restaurant,10025,NEW YORK,MANHATTAN,40.79878494,-73.96321378,68
Store/Commercial,10002,NEW YORK,MANHATTAN,40.7192993,-73.98497117,10
Residential Building/House,10034,NEW YORK,MANHATTAN,40.86260529,-73.92027606,14
House of Worship,10012,NEW YORK,MANHATTAN,40.72822623,-73.99925676,13
Park/Playground,10034,NEW YORK,MANHATTAN,40.86722506,-73.92091408,22
Store/Commercial,10028,NEW YORK,MANHATTAN,40.77465546,-73.95409255,15
Street/Sidewalk,10028,NEW YORK,MANHATTAN,40.7750012,-73.95385041,31
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.72244807,-73.98977948,18
Store/Commercial,11102,ASTORIA,QUEENS,40.77243049,-73.92060785,136
Residential Building/House,10019,NEW YORK,MANHATTAN,40.76367143,-73.98936885,12
House of Worship,10002,NEW YORK,MANHATTAN,40.72007646,-73.98835487,10
Park/Playground,11385,RIDGEWOOD,QUEENS,40.70565143,-73.90698891,17
Store/Commercial,10027,NEW YORK,MANHATTAN,40.80669795,-73.94291226,110
Street/Sidewalk,10065,NEW YORK,MANHATTAN,40.76636939,-73.96250245,10
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.76434105,-73.9883363,11
Store/Commercial,10002,NEW YORK,MANHATTAN,40.72019438,-73.98736999,30
Residential Building/House,10009,NEW YORK,MANHATTAN,40.7300087,-73.98064267,15
House of Worship,10019,NEW YORK,MANHATTAN,40.76623817,-73.99545496,17
Park/Playground,11231,BROOKLYN,BROOKLYN,40.68256414,-73.99327212,19
Store/Commercial,11385,RIDGEWOOD,QUEENS,40.70813957,-73.91976467,15
Street/Sidewalk,10011,NEW YORK,MANHATTAN,40.74445865,-73.99652106,38
Club/Bar/Restaurant,10006,NEW YORK,MANHATTAN,40.70817762,-74.01426527,17
Store/Commercial,11222,BROOKLYN,BROOKLYN,40.7248509,-73.95139576,16
Residential Building/House,10019,NEW YORK,MANHATTAN,40.76289675,-73.98368344,12
House of Worship,10028,NEW YORK,MANHATTAN,40.77690823,-73.95246261,65
Park/Playground,11103,ASTORIA,QUEENS,40.76569914,-73.91881809,10
Store/Commercial,10003,NEW YORK,MANHATTAN,40.73540013,-73.98565674,73
Street/Sidewalk,10038,NEW YORK,MANHATTAN,40.7103055,-74.00682807,20
Club/Bar/Restaurant,10031,NEW YORK,MANHATTAN,40.82820405,-73.9454268,10
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71577635,-73.93407648,43
Residential Building/House,10014,NEW YORK,MANHATTAN,40.74107154,-74.00567645,11
House of Worship,11418,RICHMOND HILL,QUEENS,40.68954283,-73.84398403,22
Park/Playground,10036,NEW YORK,MANHATTAN,40.76002338,-73.98659357,45
Store/Commercial,11418,RICHMOND HILL,QUEENS,40.6970044,-73.83698117,39
Street/Sidewalk,10003,NEW YORK,MANHATTAN,40.73295464,-73.98635726,32
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.73119244,-73.9857731,20
Store/Commercial,10009,NEW YORK,MANHATTAN,40.72457698,-73.98156423,16
Residential Building/House,10010,NEW YORK,MANHATTAN,40.73740361,-73.98419848,24
House of Worship,10034,NEW YORK,MANHATTAN,40.86193593,-73.92077215,28
Park/Playground,11223,BROOKLYN,BROOKLYN,40.60634631,-73.96181083,11
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71895913,-73.95438344,12
Street/Sidewalk,10469,BRONX,BRONX,40.88330412,-73.85620482,25
Club/Bar/Restaurant,11249,BROOKLYN,BROOKLYN,40.71806827,-73.95749005,28
Store/Commercial,11418,RICHMOND HILL,QUEENS,40.69517106,-73.84504911,24
Residential Building/House,11369,EAST ELMHURST,QUEENS,40.76004232,-73.87838907,11
House of Worship,11249,BROOKLYN,BROOKLYN,40.71986615,-73.95766928,11
Park/Playground,10009,NEW YORK,MANHATTAN,40.72326039,-73.98843007,38
Store/Commercial,11205,BROOKLYN,BROOKLYN,40.69002402,-73.97223808,49
Street/Sidewalk,11209,BROOKLYN,BROOKLYN,40.62136773,-74.03191912,11
Club/Bar/Restaurant,11221,BROOKLYN,BROOKLYN,40.69253478,-73.94118896,23
Store/Commercial,11694,ROCKAWAY PARK,QUEENS,40.58344658,-73.82194686,130
Residential Building/House,11223,BROOKLYN,BROOKLYN,40.60636552,-73.96182162,28
House of Worship,10003,NEW YORK,MANHATTAN,40.73199094,-73.98410956,19
Park/Playground,11238,BROOKLYN,BROOKLYN,40.68127976,-73.95640302,18
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71594168,-73.95915438,10
Street/Sidewalk,10028,NEW YORK,MANHATTAN,40.77750365,-73.95200002,13
Club/Bar/Restaurant,11103,ASTORIA,QUEENS,40.76456386,-73.91644052,11
Store/Commercial,11694,ROCKAWAY PARK,QUEENS,40.58388195,-73.82304376,23
Residential Building/House,10021,NEW YORK,MANHATTAN,40.76872457,-73.95533854,10
House of Worship,11238,BROOKLYN,BROOKLYN,40.67904905,-73.95856767,11
Park/Playground,11361,BAYSIDE,QUEENS,40.76410632,-73.77125334,14
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.67893081,-73.95796205,11
Street/Sidewalk,11691,FAR ROCKAWAY,QUEENS,40.59425326,-73.75121009,13
Club/Bar/Restaurant,11222,BROOKLYN,BROOKLYN,40.73147381,-73.95786757,17
Store/Commercial,10019,NEW YORK,MANHATTAN,40.76418991,-73.98670825,12
Residential Building/House,11237,BROOKLYN,BROOKLYN,40.70813957,-73.91976467,15
House of Worship,10454,BRONX,BRONX,40.81159875,-73.92615689,27
Park/Playground,10031,NEW YORK,MANHATTAN,40.82714747,-73.95189917,18
Store/Commercial,10025,NEW YORK,MANHATTAN,40.80133419,-73.96137028,23
Street/Sidewalk,10034,NEW YORK,MANHATTAN,40.86203193,-73.92068888,22
Club/Bar/Restaurant,11694,ROCKAWAY PARK,QUEENS,40.5831539,-73.82259927,17
Store/Commercial,11214,BROOKLYN,BROOKLYN,40.59925412,-73.98939502,17
Residential Building/House,11222,BROOKLYN,BROOKLYN,40.7295606,-73.95755488,82
House of Worship,10012,NEW YORK,MANHATTAN,40.72531399,-74.00349237,28
Park/Playground,10038,NEW YORK,MANHATTAN,40.70548856,-74.00436056,46
Store/Commercial,10307,STATEN ISLAND,STATEN ISLAND,40.51479699,-74.24843668,59
Street/Sidewalk,11372,JACKSON HEIGHTS,QUEENS,40.75558631,-73.88516134,31
Club/Bar/Restaurant,10031,NEW YORK,MANHATTAN,40.82622195,-73.95058821,14
Store/Commercial,10019,NEW YORK,MANHATTAN,40.76434928,-73.98830742,64
Residential Building/House,11217,BROOKLYN,BROOKLYN,40.68039869,-73.97480192,61
House of Worship,11104,SUNNYSIDE,QUEENS,40.74218769,-73.91889726,40
Park/Playground,10128,NEW YORK,MANHATTAN,40.78092527,-73.94950969,192
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.67517332,-73.96667076,80
Street/Sidewalk,10013,NEW YORK,MANHATTAN,40.72428175,-74.00783968,14
Club/Bar/Restaurant,10128,NEW YORK,MANHATTAN,40.78336036,-73.95068141,63
Store/Commercial,10022,NEW YORK,MANHATTAN,40.75947172,-73.96208761,18
Residential Building/House,11211,BROOKLYN,BROOKLYN,40.71598276,-73.95181346,12
House of Worship,10453,BRONX,BRONX,40.85827145,-73.90246274,152
Park/Playground,10032,NEW YORK,MANHATTAN,40.84204591,-73.9353428,145
Store/Commercial,10031,NEW YORK,MANHATTAN,40.82959962,-73.94813938,22
Street/Sidewalk,11249,BROOKLYN,BROOKLYN,40.72202879,-73.95703296,11
Club/Bar/Restaurant,10128,NEW YORK,MANHATTAN,40.78083472,-73.94957475,148
Store/Commercial,11206,BROOKLYN,BROOKLYN,40.69748642,-73.93617181,17
Residential Building/House,11249,BROOKLYN,BROOKLYN,40.71436147,-73.96139183,143
